zone,pd,vrs,enc,lv_min,lv_max,rate_m,rate_d,rate_n
rout-31,Bellsprout,HG/SS,Grass,3,,20,20,20
rout-31,Hoothoot,HG,Grass,5,,0,0,10
rout-31,Hoothoot,SS,Grass,4,5,0,0,40
rout-31,Ledyba,SS,Grass,4,,30,0,0
rout-31,Spinarak,HG,Grass,3,,0,0,30
rout-31,Poliwag,HG/SS,Surfing,10,15,90,,
rout-31,Poliwhirl,HG/SS,Surfing,15,32,10,,
rout-31,Poliwag,HG/SS,Fishing (Old Rod),10,,15,,
rout-31,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-31,Poliwag,HG/SS,Fishing (Good Rod),20,,40,,
rout-31,Magikarp,HG/SS,Fishing (Good Rod),20,,60,,
rout-31,Poliwag,HG/SS,Fishing (Super Rod),40,,80,,
rout-31,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
rout-31,Exeggcute,HG/SS,Headbutt (Group A),3,4,20,,
rout-31,Hoothoot,HG/SS,Headbutt (Group A),3,4,50,,
rout-31,Pineco,HG/SS,Headbutt (Group A),3,4,30,,
rout-31,Exeggcute,HG/SS,Headbutt (Group B),5,6,20,,
rout-31,Hoothoot,HG/SS,Headbutt (Group B),5,6,50,,
rout-31,Ledyba,SS,Headbutt (Group B),5,6,30,,
rout-31,Spinarak,HG,Headbutt (Group B),5,6,30,,
rout-31,Linoone,HG/SS,Hoenn Sound,3,,20,,
rout-31,Whismur,HG/SS,Hoenn Sound,3,4,20,,
rout-31,Bidoof,HG/SS,Sinnoh Sound,3,,20,,
rout-31,Buizel,HG/SS,Sinnoh Sound,3,4,20,,
rout-32,Rattata,HG,Grass,4,6,35,40,30
rout-32,Rattata,SS,Grass,4,6,5,10,0
rout-32,Ekans,SS,Grass,4,,30,30,30
rout-32,Zubat,HG/SS,Grass,4,,5,0,5
rout-32,Bellsprout,HG/SS,Grass,6,,30,30,20
rout-32,Mareep,HG/SS,Grass,6,,20,20,10
rout-32,Hoppip,HG/SS,Grass,6,,10,10,0
rout-32,Wooper,HG/SS,Grass,6,,0,0,35
rout-32,Tentacool,HG/SS,Surfing,10,20,60,,
rout-32,Tentacruel,HG/SS,Surfing,15,36,10,,
rout-32,Quagsire,HG/SS,Surfing,15,25,30,,
rout-32,Tentacool,HG/SS,Fishing (Old Rod),10,,15,,
rout-32,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-32,Tentacool,HG/SS,Fishing (Good Rod),20,,55,,
rout-32,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
rout-32,Qwilfish,HG/SS,Fishing (Good Rod),20,,5,,
rout-32,Tentacool,HG/SS,Fishing (Super Rod),40,,70,,
rout-32,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
rout-32,Qwilfish,HG/SS,Fishing (Super Rod),40,,10,,
rout-32,Exeggcute,HG/SS,Headbutt (Group A),4,5,20,,
rout-32,Hoothoot,HG/SS,Headbutt (Group A),4,5,50,,
rout-32,Pineco,HG/SS,Headbutt (Group A),4,5,30,,
rout-32,Exeggcute,HG/SS,Headbutt (Group B),6,7,20,,
rout-32,Hoothoot,HG/SS,Headbutt (Group B),6,7,80,,
rout-32,Qwilfish,HG/SS,Swarm,10,,15,,
rout-32,Qwilfish,HG/SS,Swarm,20,,55,,
rout-32,Qwilfish,HG/SS,Swarm,40,,100,,
rout-32,Linoone,HG/SS,Hoenn Sound,6,,20,,
rout-32,Whismur,HG/SS,Hoenn Sound,4,6,20,,
rout-32,Bidoof,HG/SS,Sinnoh Sound,6,,20,,
rout-32,Buizel,HG/SS,Sinnoh Sound,4,6,20,,
rout-33,Rattata,HG,Grass,4,7,40,45,60
rout-33,Rattata,SS,Grass,4,6,10,15,30
rout-33,Spearow,HG/SS,Grass,6,,20,20,0
rout-33,Ekans,SS,Grass,7,,30,30,30
rout-33,Zubat,HG/SS,Grass,4,8,5,0,40
rout-33,Hoppip,HG/SS,Grass,6,8,35,35,0
rout-33,Spearow,HG/SS,Headbutt (Group A),3,5,50,,
rout-33,Aipom,HG/SS,Headbutt (Group A),3,5,20,,
rout-33,Heracross,HG/SS,Headbutt (Group A),3,5,30,,
rout-33,Spearow,HG/SS,Headbutt (Group B),6,8,80,,
rout-33,Aipom,HG/SS,Headbutt (Group B),6,8,20,,
rout-33,Plusle,HG/SS,Hoenn Sound,6,7,20,,
rout-33,Minun,HG/SS,Hoenn Sound,6,,20,,
rout-33,Shinx,HG/SS,Sinnoh Sound,6,7,40,,
rout-34,Rattata,HG/SS,Grass,11,13,35,,
rout-34,Abra,HG/SS,Grass,10,,10,,
rout-34,Drowzee,HG/SS,Grass,10,12,50,,
rout-34,Ditto,HG/SS,Grass,10,,5,,
rout-34,Tentacool,HG/SS,Surfing,10,25,90,,
rout-34,Tentacruel,HG/SS,Surfing,15,29,10,,
rout-34,Krabby,HG/SS,Fishing (Old Rod),10,,15,,
rout-34,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-34,Krabby,HG/SS,Fishing (Good Rod),20,,50,50,50
rout-34,Staryu,HG/SS,Fishing (Good Rod),20,,0,0,10
rout-34,Magikarp,HG/SS,Fishing (Good Rod),20,,40,40,40
rout-34,Corsola,HG/SS,Fishing (Good Rod),20,,10,10,0
rout-34,Krabby,HG/SS,Fishing (Super Rod),40,,60,60,60
rout-34,Kingler,HG/SS,Fishing (Super Rod),40,,10,10,10
rout-34,Staryu,HG/SS,Fishing (Super Rod),40,,0,0,30
rout-34,Corsola,HG/SS,Fishing (Super Rod),40,,30,30,0
rout-34,Exeggcute,HG/SS,Headbutt (Group A),9,10,20,,
rout-34,Hoothoot,HG/SS,Headbutt (Group A),9,10,50,,
rout-34,Pineco,HG/SS,Headbutt (Group A),9,10,30,,
rout-34,Exeggcute,HG/SS,Headbutt (Group B),11,12,20,,
rout-34,Hoothoot,HG/SS,Headbutt (Group B),11,12,50,,
rout-34,Ledyba,SS,Headbutt (Group B),11,12,30,,
rout-34,Spinarak,HG,Headbutt (Group B),11,12,30,,
rout-34,Ralts,HG/SS,Swarm,10,11,40,,
rout-34,Linoone,HG/SS,Hoenn Sound,12,,20,,
rout-34,Whismur,HG/SS,Hoenn Sound,10,11,20,,
rout-34,Bidoof,HG/SS,Sinnoh Sound,12,,20,,
rout-34,Buizel,HG/SS,Sinnoh Sound,10,11,20,,
rout-35,Pidgey,HG/SS,Grass,14,,5,5,0
rout-35,Nidoran♀,HG/SS,Grass,12,,30,30,30
rout-35,Nidoran♂,HG/SS,Grass,12,,30,30,30
rout-35,Abra,HG/SS,Grass,10,,10,10,10
rout-35,Drowzee,HG/SS,Grass,14,,20,20,20
rout-35,Ditto,HG/SS,Grass,10,,4,4,4
rout-35,Hoothoot,HG/SS,Grass,14,,0,0,5
rout-35,Yanma,HG/SS,Grass,12,,1,1,1
rout-35,Psyduck,HG/SS,Surfing,10,25,90,,
rout-35,Golduck,HG/SS,Surfing,15,31,10,,
rout-35,Poliwag,HG/SS,Fishing (Old Rod),10,,15,,
rout-35,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-35,Poliwag,HG/SS,Fishing (Good Rod),20,,40,,
rout-35,Magikarp,HG/SS,Fishing (Good Rod),20,,60,,
rout-35,Poliwag,HG/SS,Fishing (Super Rod),40,,80,,
rout-35,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
rout-35,Exeggcute,HG/SS,Headbutt (Group A),9,10,20,,
rout-35,Hoothoot,HG/SS,Headbutt (Group A),9,10,50,,
rout-35,Pineco,HG/SS,Headbutt (Group A),9,10,30,,
rout-35,Exeggcute,HG/SS,Headbutt (Group B),10,11,20,,
rout-35,Hoothoot,HG/SS,Headbutt (Group B),10,11,50,,
rout-35,Ledyba,SS,Headbutt (Group B),13,14,30,,
rout-35,Spinarak,HG,Headbutt (Group B),13,14,30,,
rout-35,Yanma,HG/SS,Swarm,12,,40,,
rout-35,Linoone,HG/SS,Hoenn Sound,14,,20,,
rout-35,Whismur,HG/SS,Hoenn Sound,12,,20,,
rout-35,Bidoof,HG/SS,Sinnoh Sound,14,,20,,
rout-35,Buizel,HG/SS,Sinnoh Sound,12,,20,,
rout-35,Spearow,HG/SS,Gift,20,,,,
rout-36,Pidgey,HG/SS,Grass,12,15,25,20,0
rout-36,Nidoran♀,HG/SS,Grass,12,13,30,30,30
rout-36,Nidoran♂,HG/SS,Grass,12,13,30,30,30
rout-36,Vulpix,SS,Grass,13,15,10,15,10
rout-36,Growlithe,HG,Grass,13,15,10,15,10
rout-36,Hoothoot,HG/SS,Grass,13,15,0,0,25
rout-36,Stantler,HG/SS,Grass,13,,5,5,5
rout-36,Exeggcute,HG/SS,Headbutt (Group A),4,5,20,,
rout-36,Hoothoot,HG/SS,Headbutt (Group A),4,5,50,,
rout-36,Pineco,HG/SS,Headbutt (Group A),4,5,30,,
rout-36,Exeggcute,HG/SS,Headbutt (Group B),6,7,20,,
rout-36,Hoothoot,HG/SS,Headbutt (Group B),6,7,50,,
rout-36,Ledyba,SS,Headbutt (Group B),6,7,30,,
rout-36,Spinarak,HG,Headbutt (Group B),6,7,30,,
rout-36,Plusle,HG/SS,Hoenn Sound,12,,20,,
rout-36,Minun,HG/SS,Hoenn Sound,13,,20,,
rout-36,Shinx,HG/SS,Sinnoh Sound,12,13,40,,
rout-36,Sudowoodo,HG/SS,sp,20,,,,
rout-37,Pidgey,HG,Grass,13,15,60,50,0
rout-37,Pidgey,SS,Grass,13,15,20,50,0
rout-37,Pidgeotto,HG/SS,Grass,15,,0,5,0
rout-37,Vulpix,SS,Grass,14,15,10,15,10
rout-37,Growlithe,HG,Grass,14,15,10,15,10
rout-37,Hoothoot,HG,Grass,15,,0,0,20
rout-37,Hoothoot,SS,Grass,13,15,0,0,60
rout-37,Ledyba,SS,Grass,13,15,40,0,0
rout-37,Spinarak,HG,Grass,13,15,0,0,40
rout-37,Stantler,HG/SS,Grass,15,,30,30,30
rout-37,Exeggcute,HG/SS,Headbutt (Group A),12,14,20,,
rout-37,Hoothoot,HG/SS,Headbutt (Group A),12,14,50,,
rout-37,Pineco,HG/SS,Headbutt (Group A),12,14,30,,
rout-37,Exeggcute,HG/SS,Headbutt (Group B),15,17,20,,
rout-37,Hoothoot,HG/SS,Headbutt (Group B),15,17,50,,
rout-37,Ledyba,SS,Headbutt (Group B),15,17,30,,
rout-37,Spinarak,HG,Headbutt (Group B),15,17,30,,
rout-37,Plusle,HG/SS,Hoenn Sound,13,15,20,,
rout-37,Minun,HG/SS,Hoenn Sound,15,,20,,
rout-37,Shinx,HG/SS,Sinnoh Sound,13,15,40,,
rout-38,Rattata,HG,Grass,16,,30,30,40
rout-38,Raticate,HG/SS,Grass,16,,30,30,30
rout-38,Meowth,SS,Grass,16,,30,30,40
rout-38,Magnemite,HG/SS,Grass,16,,20,20,20
rout-38,Farfetch'd,HG/SS,Grass,16,,10,10,0
rout-38,Tauros,HG/SS,Grass,13,,4,4,4
rout-38,Snubbull,HG/SS,Grass,13,,1,1,1
rout-38,Miltank,HG/SS,Grass,13,,5,5,5
rout-38,Exeggcute,HG/SS,Headbutt (Group A),13,14,20,,
rout-38,Hoothoot,HG/SS,Headbutt (Group A),13,14,50,,
rout-38,Pineco,HG/SS,Headbutt (Group A),13,14,30,,
rout-38,Exeggcute,HG/SS,Headbutt (Group B),15,16,20,,
rout-38,Hoothoot,HG/SS,Headbutt (Group B),15,16,50,,
rout-38,Ledyba,SS,Headbutt (Group B),15,16,30,,
rout-38,Spinarak,HG,Headbutt (Group B),15,16,30,,
rout-38,Exeggcute,HG/SS,Headbutt (sp),18,20,65,,
rout-38,Burmy - Plant Cloak,HG/SS,Headbutt (sp),18,20,30,,
rout-38,Burmy - Plant Cloak,HG/SS,Headbutt (sp),21,25,5,,
rout-38,Snubbull,HG/SS,Swarm,16,,40,,
rout-38,Plusle,HG/SS,Hoenn Sound,16,,20,,
rout-38,Minun,HG/SS,Hoenn Sound,16,,20,,
rout-38,Shinx,HG/SS,Sinnoh Sound,16,,40,,
rout-39,Rattata,HG,Grass,16,,30,30,40
rout-39,Raticate,HG/SS,Grass,17,,30,30,30
rout-39,Meowth,SS,Grass,16,,30,30,40
rout-39,Magnemite,HG/SS,Grass,16,,20,20,20
rout-39,Farfetch'd,HG/SS,Grass,16,,10,10,0
rout-39,Tauros,HG/SS,Grass,15,,5,5,5
rout-39,Miltank,HG/SS,Grass,15,,5,5,5
rout-39,Exeggcute,HG/SS,Headbutt (Group A),14,15,20,,
rout-39,Hoothoot,HG/SS,Headbutt (Group A),14,15,50,,
rout-39,Pineco,HG/SS,Headbutt (Group A),14,15,30,,
rout-39,Exeggcute,HG/SS,Headbutt (Group B),16,17,20,,
rout-39,Hoothoot,HG/SS,Headbutt (Group B),16,17,50,,
rout-39,Ledyba,SS,Headbutt (Group B),16,17,30,,
rout-39,Spinarak,HG,Headbutt (Group B),16,17,30,,
rout-39,Plusle,HG/SS,Hoenn Sound,16,17,20,,
rout-39,Minun,HG/SS,Hoenn Sound,16,,20,,
rout-39,Shinx,HG/SS,Sinnoh Sound,16,17,40,,
rout-40,Tentacool,HG/SS,Surfing,10,25,90,,
rout-40,Tentacruel,HG/SS,Surfing,15,25,10,,
rout-40,Krabby,HG/SS,Fishing (Old Rod),10,,15,,
rout-40,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-40,Krabby,HG/SS,Fishing (Good Rod),20,,50,50,50
rout-40,Staryu,HG/SS,Fishing (Good Rod),20,,0,0,10
rout-40,Magikarp,HG/SS,Fishing (Good Rod),20,,40,40,40
rout-40,Corsola,HG/SS,Fishing (Good Rod),20,,10,10,0
rout-40,Krabby,HG/SS,Fishing (Super Rod),40,,60,60,60
rout-40,Kingler,HG/SS,Fishing (Super Rod),40,,10,10,10
rout-40,Staryu,HG/SS,Fishing (Super Rod),40,,0,0,30
rout-40,Corsola,HG/SS,Fishing (Super Rod),40,,30,30,0
rout-41,Tentacool,HG,Surfing,15,25,60,,
rout-41,Tentacool,SS,Surfing,15,25,90,,
rout-41,Tentacruel,HG,Surfing,15,25,30,,
rout-41,Tentacruel,SS,Surfing,15,25,10,,
rout-41,Mantine,HG,Surfing,15,25,10,,
rout-41,Tentacool,HG/SS,Fishing (Old Rod),10,,15,,
rout-41,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-41,Tentacool,HG/SS,Fishing (Good Rod),20,,30,,
rout-41,Shellder,HG/SS,Fishing (Good Rod),20,,10,,
rout-41,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
rout-41,Chinchou,HG/SS,Fishing (Good Rod),20,,20,,
rout-41,Tentacruel,HG/SS,Fishing (Super Rod),40,,20,,
rout-41,Shellder,HG/SS,Fishing (Super Rod),40,,30,,
rout-41,Chinchou,HG/SS,Fishing (Super Rod),40,,40,,
rout-41,Lanturn,HG/SS,Fishing (Super Rod),40,,10,,
rout-42,Spearow,HG,Grass,14,16,30,30,0
rout-42,Spearow,SS,Grass,14,16,40,40,0
rout-42,Zubat,HG,Grass,14,16,0,0,30
rout-42,Zubat,SS,Grass,14,16,0,0,40
rout-42,Mankey,HG,Grass,15,,30,30,30
rout-42,Mareep,HG,Grass,13,,30,30,30
rout-42,Mareep,SS,Grass,13,15,50,50,50
rout-42,Flaaffy,HG/SS,Grass,15,17,10,10,10
rout-42,Goldeen,HG/SS,Surfing,10,25,90,,
rout-42,Seaking,HG/SS,Surfing,15,25,10,,
rout-42,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
rout-42,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-42,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
rout-42,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
rout-42,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
rout-42,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
rout-42,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
rout-42,Spearow,HG/SS,Headbutt (Group A),13,14,50,,
rout-42,Aipom,HG/SS,Headbutt (Group A),13,14,20,,
rout-42,Heracross,HG/SS,Headbutt (Group A),13,14,30,,
rout-42,Spearow,HG/SS,Headbutt (Group B),15,16,80,,
rout-42,Aipom,HG/SS,Headbutt (Group B),15,16,20,,
rout-42,Linoone,HG/SS,Hoenn Sound,14,,20,,
rout-42,Whismur,HG/SS,Hoenn Sound,13,15,20,,
rout-42,Bidoof,HG/SS,Sinnoh Sound,14,,20,,
rout-42,Buizel,HG/SS,Sinnoh Sound,13,15,20,,
rout-43,Pidgeotto,HG/SS,Grass,17,,25,20,0
rout-43,Venonat,HG/SS,Grass,15,17,5,0,15
rout-43,Noctowl,HG/SS,Grass,17,,0,0,20
rout-43,Mareep,HG/SS,Grass,15,16,10,10,5
rout-43,Flaaffy,HG/SS,Grass,15,17,30,40,30
rout-43,Girafarig,HG/SS,Grass,15,,30,30,30
rout-43,Magikarp,HG/SS,Surfing,5,50,100,,
rout-43,Poliwag,HG/SS,Fishing (Old Rod),10,,15,,
rout-43,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-43,Poliwag,HG/SS,Fishing (Good Rod),20,,60,,
rout-43,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
rout-43,Poliwag,HG/SS,Fishing (Super Rod),40,,80,,
rout-43,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
rout-43,Exeggcute,HG/SS,Headbutt (Group A),15,16,20,,
rout-43,Hoothoot,HG/SS,Headbutt (Group A),15,16,50,,
rout-43,Pineco,HG/SS,Headbutt (Group A),15,16,30,,
rout-43,Venonat,HG/SS,Headbutt (Group B),17,18,15,,
rout-43,Exeggcute,HG/SS,Headbutt (Group B),17,18,20,,
rout-43,Hoothoot,HG/SS,Headbutt (Group B),17,18,65,,
rout-43,Linoone,HG/SS,Hoenn Sound,17,,20,,
rout-43,Whismur,HG/SS,Hoenn Sound,15,,20,,
rout-43,Bidoof,HG/SS,Sinnoh Sound,17,,20,,
rout-43,Buizel,HG/SS,Sinnoh Sound,15,,20,,
rout-44,Bellsprout,HG/SS,Grass,22,,20,,
rout-44,Weepinbell,HG/SS,Grass,22,24,35,,
rout-44,Lickitung,HG/SS,Grass,24,26,15,,
rout-44,Tangela,HG/SS,Grass,23,,30,,
rout-44,Poliwag,HG/SS,Surfing,15,30,90,,
rout-44,Poliwhirl,HG/SS,Surfing,20,30,10,,
rout-44,Poliwag,HG/SS,Fishing (Old Rod),10,,15,,
rout-44,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-44,Poliwag,HG/SS,Fishing (Good Rod),20,,55,,
rout-44,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
rout-44,Remoraid,HG/SS,Fishing (Good Rod),20,,5,,
rout-44,Poliwag,HG/SS,Fishing (Super Rod),40,,70,,
rout-44,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
rout-44,Remoraid,HG/SS,Fishing (Super Rod),40,,10,,
rout-44,Spearow,HG/SS,Headbutt (Group A),21,22,50,,
rout-44,Aipom,HG/SS,Headbutt (Group A),21,22,20,,
rout-44,Heracross,HG/SS,Headbutt (Group A),21,22,30,,
rout-44,Spearow,HG/SS,Headbutt (Group B),23,24,80,,
rout-44,Aipom,HG/SS,Headbutt (Group B),23,24,20,,
rout-44,Remoraid,HG/SS,Swarm (Old Rod),10,,15,,
rout-44,Remoraid,HG/SS,Swarm (Good Rod),20,,65,,
rout-44,Remoraid,HG/SS,Swarm (Super Rod),40,,100,,
rout-44,Linoone,HG/SS,Hoenn Sound,22,,20,,
rout-44,Whismur,HG/SS,Hoenn Sound,22,23,20,,
rout-44,Bidoof,HG/SS,Sinnoh Sound,22,,20,,
rout-44,Buizel,HG/SS,Sinnoh Sound,22,23,20,,
rout-45,Geodude,HG/SS,Grass,23,,30,,
rout-45,Graveler,HG,Grass,23,27,40,,
rout-45,Graveler,SS,Grass,23,25,55,,
rout-45,Gligar,HG,Grass,24,,20,,
rout-45,Teddiursa,SS,Grass,20,,10,,
rout-45,Skarmory,SS,Grass,27,,5,,
rout-45,Phanpy,HG,Grass,20,,10,,
rout-45,Magikarp,HG/SS,Surfing,2,25,100,,
rout-45,Poliwag,HG/SS,Fishing (Old Rod),10,,15,,
rout-45,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-45,Poliwag,HG/SS,Fishing (Good Rod),20,,60,,
rout-45,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
rout-45,Poliwag,HG/SS,Fishing (Super Rod),40,,80,,
rout-45,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
rout-45,Spearow,HG/SS,Headbutt (Group A),23,24,50,,
rout-45,Aipom,HG/SS,Headbutt (Group A),23,24,20,,
rout-45,Heracross,HG/SS,Headbutt (Group A),23,25,30,,
rout-45,Spearow,HG/SS,Headbutt (Group B),26,27,80,,
rout-45,Aipom,HG/SS,Headbutt (Group B),26,27,20,,
rout-45,Swablu,HG/SS,Swarm,23,,40,,
rout-45,Linoone,HG/SS,Hoenn Sound,24,,20,,
rout-45,Whismur,HG/SS,Hoenn Sound,23,,20,,
rout-45,Bidoof,HG/SS,Sinnoh Sound,24,,20,,
rout-45,Buizel,HG/SS,Sinnoh Sound,23,,20,,
rout-46,Rattata,HG/SS,Grass,2,4,25,,
rout-46,Spearow,HG/SS,Grass,2,3,35,,
rout-46,Geodude,HG/SS,Grass,2,3,40,,
rout-46,Spearow,HG/SS,Headbutt (Group A),2,3,50,,
rout-46,Aipom,HG/SS,Headbutt (Group A),2,3,20,,
rout-46,Heracross,HG/SS,Headbutt (Group A),2,3,30,,
rout-46,Spearow,HG/SS,Headbutt (Group B),4,5,80,,
rout-46,Aipom,HG/SS,Headbutt (Group B),4,5,20,,
rout-46,Plusle,HG/SS,Hoenn Sound,2,3,20,,
rout-46,Minun,HG/SS,Hoenn Sound,2,,20,,
rout-46,Shinx,HG/SS,Sinnoh Sound,2,3,40,,
rout-47,Raticate,HG/SS,Grass,31,33,5,5,5
rout-47,Spearow,HG/SS,Grass,31,,5,5,5
rout-47,Fearow,HG/SS,Grass,34,,4,4,4
rout-47,Gloom,HG/SS,Grass,32,,5,5,5
rout-47,Farfetch'd,HG/SS,Grass,35,,20,20,0
rout-47,Ditto,HG/SS,Grass,31,40,41,41,41
rout-47,Noctowl,HG/SS,Grass,35,,0,0,20
rout-47,Miltank,HG/SS,Grass,35,,20,20,20
rout-47,Tentacool,HG/SS,Surfing,15,25,60,,
rout-47,Seel,HG/SS,Surfing,10,20,30,,
rout-47,Staryu,HG/SS,Surfing,15,25,10,,
rout-47,Tentacool,HG/SS,Fishing (Old Rod),10,,15,,
rout-47,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
rout-47,Tentacool,HG/SS,Fishing (Good Rod),20,,30,,
rout-47,Shellder,HG/SS,Fishing (Good Rod),20,,10,,
rout-47,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
rout-47,Chinchou,HG/SS,Fishing (Good Rod),20,,20,,
rout-47,Tentacruel,HG/SS,Fishing (Super Rod),40,,20,,
rout-47,Shellder,HG/SS,Fishing (Super Rod),40,,30,,
rout-47,Chinchou,HG/SS,Fishing (Super Rod),40,,40,,
rout-47,Lanturn,HG/SS,Fishing (Super Rod),40,,10,,
rout-47,Exeggcute,HG/SS,Headbutt (Group A),15,16,20,,
rout-47,Hoothoot,HG/SS,Headbutt (Group A),15,16,50,,
rout-47,Pineco,HG/SS,Headbutt (Group A),15,16,30,,
rout-47,Exeggcute,HG/SS,Headbutt (Group B),17,18,20,,
rout-47,Hoothoot,HG/SS,Headbutt (Group B),17,18,50,,
rout-47,Ledyba,SS,Headbutt (Group B),17,18,30,,
rout-47,Spinarak,HG,Headbutt (Group B),17,18,30,,
rout-47,Metapod,HG,Headbutt (sp),25,28,50,,
rout-47,Butterfree,HG,Headbutt (sp),25,28,30,,
rout-47,Kakuna,SS,Headbutt (sp),25,28,50,,
rout-47,Beedrill,SS,Headbutt (sp),25,28,30,,
rout-47,Heracross,HG/SS,Headbutt (sp),25,28,15,,
rout-47,Heracross,HG/SS,Headbutt (sp),27,30,5,,
rout-47,Ditto,HG/SS,Swarm,35,,40,,
rout-47,Linoone,HG/SS,Hoenn Sound,31,32,20,,
rout-47,Whismur,HG/SS,Hoenn Sound,33,34,20,,
rout-47,Bidoof,HG/SS,Sinnoh Sound,31,32,20,,
rout-47,Buizel,HG/SS,Sinnoh Sound,33,34,20,,
rout-48,Fearow,HG/SS,Grass,21,,10,10,10
rout-48,Vulpix,SS,Grass,21,24,9,9,29
rout-48,Gloom,HG/SS,Grass,22,24,20,20,20
rout-48,Diglett,HG/SS,Grass,20,,4,4,4
rout-48,Growlithe,HG,Grass,21,25,9,9,29
rout-48,Farfetch'd,HG,Grass,25,,20,20,0
rout-48,Farfetch'd,HG,Grass,24,,20,20,0
rout-48,Tauros,HG/SS,Grass,20,24,21,21,21
rout-48,Hoppip,HG/SS,Grass,20,22,11,11,11
rout-48,Girafarig,HG/SS,Grass,20,,5,5,5
rout-48,Exeggcute,HG/SS,Headbutt (Group A),15,16,20,,
rout-48,Hoothoot,HG/SS,Headbutt (Group A),15,16,50,,
rout-48,Pineco,HG/SS,Headbutt (Group A),15,16,30,,
rout-48,Exeggcute,HG/SS,Headbutt (Group B),17,18,20,,
rout-48,Hoothoot,HG/SS,Headbutt (Group B),17,18,50,,
rout-48,Ledyba,SS,Headbutt (Group B),17,18,30,,
rout-48,Spinarak,HG,Headbutt (Group B),17,18,30,,
rout-48,Plusle,HG/SS,Hoenn Sound,20,21,20,,
rout-48,Minun,HG/SS,Hoenn Sound,22,24,20,,
rout-48,Shinx,HG/SS,Sinnoh Sound,20,24,40,,
dngn-dark-31,Zubat,HG/SS,Cave,2,4,39,,
dngn-dark-31,Geodude,HG/SS,Cave,2,4,60,,
dngn-dark-31,Dunsparce,HG/SS,Cave,4,,1,,
dngn-dark-31,Magikarp,HG/SS,Surfing,2,20,100,,
dngn-dark-31,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-dark-31,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-dark-31,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
dngn-dark-31,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-dark-31,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-dark-31,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-dark-31,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-dark-31,Geodude,HG/SS,Rock Smash,8,14,20,,
dngn-dark-31,Dunsparce,HG/SS,Rock Smash,4,8,80,,
dngn-dark-31,Dunsparce,HG/SS,Swarm,2,3,40,,
dngn-dark-31,Makuhita,HG/SS,Hoenn Sound,2,,20,,
dngn-dark-31,Absol,HG/SS,Hoenn Sound,2,3,20,,
dngn-dark-31,Chingling,HG/SS,Sinnoh Sound,2,,20,,
dngn-dark-31,Bronzor,HG/SS,Sinnoh Sound,2,3,20,,
dngn-dark-45,Zubat,HG/SS,Cave,23,,30,,
dngn-dark-45,Golbat,HG/SS,Cave,23,,5,,
dngn-dark-45,Geodude,HG/SS,Cave,23,,30,,
dngn-dark-45,Graveler,HG/SS,Cave,25,,20,,
dngn-dark-45,Wobbuffet,HG/SS,Cave,20,25,15,,
dngn-dark-45,Magikarp,HG/SS,Surfing,2,20,100,,
dngn-dark-45,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-dark-45,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-dark-45,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
dngn-dark-45,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
