item_code,item_img,item_name_en,item_name_ja,item_desc_en,item_desc_ja,item_price_buy_ye,item_price_sel_ye,item_price_buy_bp,item_price_buy_cn,item_price_buy_ap,item_flin,item_type_code,item_pkt_code,item_cat_code
blackbelt,black-belt,Black Belt,くろおび,"When this item is held, any Fighting-type move used by the holder has its power increased by 20%.",持たせると、かくとうタイプのわざの威力が1.2倍になる。,null,50,null,null,null,30,item,ip-item,ic-com
magnet,magnet,Magnet,じしゃく,"When this item is held, any Electric-type move used by the holder has its power increased by 20%.",持たせると、でんきタイプのわざの威力が1.2倍になる。,null,50,null,null,null,30,item,ip-item,ic-com
mysticwater,mystic-water,Mystic Water,しんぴのしずく,"When this item is held, any Water-type move used by the holder has its power increased by 20%.",持たせると、みずタイプのわざの威力が1.2倍になる。,null,50,null,null,null,30,item,ip-item,ic-com
sharpbeak,sharp-beak,Sharp Beak,するどいくちばし,"When this item is held, any Flying-type move used by the holder has its power increased by 20%.",持たせると、ひこうタイプのわざの威力が1.2倍になる。,null,50,null,null,null,50,item,ip-item,ic-com
poisonbarb,poison-barb,Poison Barb,どくバリ,"When this item is held, any Poison-type move used by the holder has its power increased by 20%.",持たせると、どくタイプのわざの威力が1.2倍になる。,null,50,null,null,null,70,item,ip-item,ic-com
never-meltice,never-melt-ice,NeverMeltIce,とけないこおり,"When this item is held, any Ice-type move used by the holder has its power increased by 20%.",持たせると、こおりタイプのわざの威力が1.2倍になる。,null,50,null,null,null,30,item,ip-item,ic-com
spelltag,spell-tag,Spell Tag,のろいのおふだ,"When this item is held, any Ghost-type move used by the holder has its power increased by 20%.",持たせると、ゴーストタイプのわざの威力が1.2倍になる。,null,50,null,null,null,30,item,ip-item,ic-com
twistedspoon,twisted-spoon,TwistedSpoon,まがったスプーン,"When this item is held, any Psychic-type move used by the holder has its power increased by 20%.",持たせると、エスパータイプのわざの威力が1.2倍になる。,null,50,null,null,null,30,item,ip-item,ic-com
charcoal,charcoal,Charcoal,もくたん,"When this item is held, any Fire-type move used by the holder has its power increased by 20%.",持たせると、ほのおタイプのわざの威力が1.2倍になる。,null,4900,null,null,null,30,item,ip-item,ic-com
dragonfang,dragon-fang,Dragon Fang,りゅうのキバ,"When this item is held, any Dragon-type move used by the holder has its power increased by 20%.",持たせると、ドラゴンタイプのわざの威力が1.2倍になる。,null,50,null,null,null,70,item,ip-item,ic-com
silkscarf,silk-scarf,Silk Scarf,シルクのスカーフ,"When this item is held, any Normal-type move used by the holder has its power increased by 20%.",持たせると、ノーマルタイプのわざの威力が1.2倍になる。,null,50,null,1000,null,10,item,ip-item,ic-com
upgrade,up-grade,Up-Grade,アップグレード,A transparent device filled with all sorts of data. It was produced by Silph Co.,なかに いろんな じょうほうが つまった とうめいな きかい。 シルフ カンパニーせい。,null,1050,null,null,null,30,item,ip-item,ic-evo
shellbell,shell-bell,Shell Bell,かいがらのすず,"When this item is held, the holder recovers 1/8th of the damage it inflicts on its opponents.",攻撃技を使用した後、相手に与えたダメージの1/8分だけ自分のHPが回復する。,null,100,null,null,null,30,item,ip-item,ic-com
seaincense,sea-incense,Sea Incense,うしおのおこう,"When this item is held, any Water-type move used by the holder has its power increased by 20%.",持たせると、みずタイプの技の威力が1.2倍になる。,null,4800,null,null,null,10,item,ip-item,ic-ince
laxincense,lax-incense,Lax Incense,のんきのおこう,Reduces the accuracy of moves targeting the holder by 10%.,この道具を持たせたポケモンに攻撃するポケモンのわざの命中率が0.9倍になる,null,4800,null,null,null,10,item,ip-item,ic-ince
luckypunch,lucky-punch,Lucky Punch,ラッキーパンチ,"When this item is held by Chansey, its Critical Hit ratio is raised by 2 stages.",ラッキーに持たせると、使う技の急所ランクが+2される。,null,5,null,null,null,40,item,ip-item,ic-com
metalpowder,metal-powder,Metal Powder,メタルパウダー,"If held by a Ditto, doubles its Defense stat. It does not work when Ditto is transformed.",メタモンのぼうぎょが2倍になる。へんしん後はメタルパウダーの効果は無くなる。,null,5,null,null,null,10,item,ip-item,ic-com
thickclub,thick-club,Thick Club,ふといホネ,"When this item is held by a Cubone or a Marowak, the holder's Attack stat is doubled.",カラカラ・ガラガラに持たせるとこうげきが2倍になる。,null,250,null,null,null,90,item,ip-item,ic-com
stick,stick,Stick,ながねぎ,"When this item is held by Farfetch'd, the holder's Critical Hit ratio is raised by 2 stages.",カモネギに持たせると急所ランクが+2される。,null,100,null,null,null,60,item,ip-item,ic-com
redscarf,red-scarf,Red Scarf,あかいバンダナ,"When this item is held by a Pokémon, when in a Contest, the holder's Cool stat is increased.",持たせると、ポケモンコンテストの時に かっこよさ がよりよくみられる。,null,50,null,null,null,10,item,ip-item,ic-scar
bluescarf,blue-scarf,Blue Scarf,あおいバンダナ,"When this item is held by a Pokémon, when in a Contest, the holder's Beauty stat is increased.",持たせると、ポケモンコンテストの時に うつくしさ がよりよくみられる。,null,50,null,null,null,10,item,ip-item,ic-scar
pinkscarf,pink-scarf,Pink Scarf,ピンクのバンダナ,"When this item is held by a Pokémon, when in a Contest, the holder's Cute stat is increased.",持たせると、ポケモンコンテストの時に かわいさ がよりよくみられる。,null,50,null,null,null,10,item,ip-item,ic-scar
greenscarf,green-scarf,Green Scarf,みどりのバンダナ,"When this item is held by a Pokémon, when in a Contest, the holder's Smart stat is increased.",持たせると、ポケモンコンテストの時に かしこさ がよりよくみられる。,null,50,null,null,null,10,item,ip-item,ic-scar
yellowscarf,yellow-scarf,Yellow Scarf,きいろのバンダナ,"When this item is held by a Pokémon, when in a Contest, the holder's Tough stat is increased.",持たせると、ポケモンコンテストの時に たくましさ がよりよくみられる。,null,50,null,null,null,10,item,ip-item,ic-scar
widelens,wide-lens,Wide Lens,こうかくレンズ,"When this item is held by a Pokémon, the moves used by the Pokémon have their accuracy increased by 10% of their accuracy value.",使う技の命中率が1.1倍になる。,null,100,null,1000,null,10,item,ip-item,ic-com
muscleband,muscle-band,Muscle Band,ちからのハチマキ,"When this item is held, the holder's Physical attacks are increased in power by 10%",持たせると、物理技の威力が1.1倍になる。,null,100,48,null,null,10,item,ip-item,ic-com
wiseglasses,wise-glasses,Wise Glasses,ものしりメガネ,"When this item is held, the holder's Special attacks are increased in power by 10%",持たせると、特殊技の威力が1.1倍になる。,null,100,null,null,null,10,item,ip-item,ic-com
expertbelt,expert-belt,Expert Belt,たつじんのおび,"When this item is held, if the holder uses an attack on the opponent which is Super Effective, its power is increased by 20%.",持たせると、効果が抜群のわざを使ったときのダメージが1.2倍になる。,null,100,null,null,null,10,item,ip-item,ic-com
lightclay,light-clay,Light Clay,ひかりのねんど,"When this item is held by a Pokémon, if the holder uses the attacks Reflect or Light Screen, the effects of those attacks last eight turns as opposed to five.",持たせたポケモンが使用した技でリフレクター、ひかりのかべ状態が発生したとき、持続ターンが8ターンに伸びる。,null,100,null,null,null,30,item,ip-item,ic-com
lifeorb,life-orb,Life Orb,いのちのたま,"When this item is held by a Pokémon, the damage from the moves used by the holder is increased by 30%. The holder loses 10% of their maximum HP each turn.",使う攻撃技のダメージが1.3倍になるが、成功するたびに最大HPの1/10分のダメージを受ける。,null,100,null,null,null,30,item,ip-item,ic-orb
powerherb,power-herb,Power Herb,パワフルハーブ,"When this item is held by a Pokémon, if the holder uses a charge move, the turn where the Pokémon charges is skipped and the Pokémon immediately attacks. The Power Herb disappears after use.",溜め技を溜めずに使用できる。1度発動すると無くなる。,null,50,32,null,null,10,item,ip-item,ic-com
toxicorb,toxic-orb,Toxic Orb,どくどくだま,"When this item is held by a Pokémon, at the end of every turn, if the holder is not Poisoned, it becomes badly Poisoned.",持たせると、ターン終了時にもうどく状態になる。,null,100,16,null,null,30,item,ip-item,ic-orb
flameorb,flame-orb,Flame Orb,かえんだま,"When this item is held by a Pokémon, at the end of every turn, if the holder is not Burned it becomes Burned.",持たせると、ターン終了時にやけど状態になる。,null,100,16,null,null,30,item,ip-item,ic-orb
quickpowder,quick-powder,Quick Powder,スピードパウダー,"When this item is held by a Ditto, the holder's initial Speed stat is doubled.",メタモンに持たせると、すばやさが2倍になる。へんしん状態になると効果が無くなる。,null,5,null,null,null,10,item,ip-item,ic-com
focussash,focus-sash,Focus Sash,きあいのタスキ,"When this item is held by a Pokémon, if the Pokémon has full HP but is hit by an attack that would knock it out, this item prevents the holder from fainting and keeps it at 1HP. The Focus Sash disappears after use.",HPが満タンのとき一撃でひんしになる攻撃技のダメージを受けても、HPを1残して持ちこたえる。1度発動すると無くなる。,null,100,48,null,null,10,item,ip-item,ic-com
zoomlens,zoom-lens,Zoom Lens,フォーカスレンズ,"When this item is held by a Pokémon, if the holder moves last, its accuracy is increased by 20%.",そのターンに、すでに行動している相手に対して使う技の命中率が1.2倍になる。,null,100,null,1000,null,10,item,ip-item,ic-com
metronome,metronome,Metronome,メトロノーム,"When this item is held by a Pokémon, if the holder uses a move multiple times consecutively, its power is boosted by 10%.",同じわざを連続して使うと、そのたびに与えるダメージが増えていく。,null,100,null,1000,null,30,item,ip-item,ic-com
ironball,iron-ball,Iron Ball,くろいてっきゅう,"When this item is held by a Pokémon, the holder's Speed is reduced by 50%. If the holder is of the Flying-type or it has the ability; Levitate, it becomes susceptable to Ground-type moves.",持たせると、すばやさが0.5倍になる。地面にいないポケモンは地面にいるようになる。,null,100,null,null,null,130,item,ip-item,ic-com
laggingtail,lagging-tail,Lagging Tail,こうこうのしっぽ,"When this item is held by a Pokémon, the holder will always move last in its Speed Priority group in the turn. Trick Room does not affect this item.",持たせたポケモンは、同じ優先度の行動の中で最後に行動する。,null,100,null,null,null,10,item,ip-item,ic-com
destinyknot,destiny-knot,Destiny Knot,あかいいと,"When this item is held by a Pokémon, if the holder becomes Infatuated, the Pokémon it is attracted to also becomes Infatuated.",ポケモンに持たせておくと、メロメロ状態になったとき相手もメロメロ状態にする。,null,100,null,null,null,10,item,ip-item,ic-item
blacksludge,black-sludge,Black Sludge,くろいヘドロ,"When this item is held by a Pokémon, if the holder is of the Poison-type, it restores 1/16th of its maximum HP each turn. If the holder is not a Poison type, it loses 1/16th of its maximum HP each turn.",どくタイプを持つポケモンなら毎ターン終了時に最大HPの1/16を回復する。どくタイプを持たないポケモンなら毎ターン終了時に最大HPの1/8のダメージを受ける。,null,100,null,null,null,30,item,ip-item,ic-com
icyrock,icy-rock,Icy Rock,つめたいいわ,"When this item is held by a Pokémon, if the holder uses the move Hail, the weather effect lasts eight turns as opposed to five.",持たせポケモンが天気をあられ状態にするわざを使ったとき、持続ターンが8ターンに伸びる。,null,100,null,null,null,40,item,ip-item,ic-rock
smoothrock,smooth-rock,Smooth Rock,さらさらいわ,"When this item is held by a Pokémon, if the holder uses the move Sandstorm, the weather effect lasts eight turns as opposed to five.",持たせポケモンが天気をすなあらし状態にするわざを使ったとき、持続ターンが8ターンに伸びる。,null,100,null,null,null,10,item,ip-item,ic-rock
heatrock,heat-rock,Heat Rock,あついいわ,"When this item is held by a Pokémon, if the holder uses the move Sunny Day, the weather effect lasts eight turns as opposed to five.",持たせポケモンが天気をにほんばれ状態にするわざを使ったとき、持続ターンが8ターンに伸びる。,null,100,null,null,null,60,item,ip-item,ic-rock
damprock,damp-rock,Damp Rock,しめったいわ,"When this item is held by a Pokémon, if the holder uses the move Rain Dance, the weather effect lasts eight turns as opposed to five.",持たせポケモンが天気をあめ状態にするわざを使ったとき、持続ターンが8ターンに伸びる。,null,100,null,null,null,60,item,ip-item,ic-rock
gripclaw,grip-claw,Grip Claw,ねばりのかぎづめ,"When held by a Pokémon, it causes binding moves used by the holder to always bind for 5 turns.",持たせたポケモンがバインド状態を発生させると、持続するターンが5ターンになる。,null,100,null,null,null,90,item,ip-item,ic-com
choicescarf,choice-scarf,Choice Scarf,こだわりスカーフ,"When this item is being held, the user's Speed is increased by 50%, but the Pokémon is limited to using the first attack it uses until it is withdrawn from battle.",持たせると、最初に使用したわざしか出せなくなるが、すばやさが1.5倍になる。,null,100,48,null,null,10,item,ip-item,ic-choi
stickybarb,sticky-barb,Sticky Barb,くっつきバリ,"When this item is held by a Pokémon, the holder will lose 1/8th of its maximum HP. If the opponent makes physical contact with the holder, then they will lose 1/8th of their maximum HP. If the opponent doesn't have a hold item, the item will transfer to them.",持っているポケモンは、毎ターン終了時に最大HPの1/8分のダメージを受ける。もちものが無いポケモンから直接攻撃を受けると、相手のもちものになる。,null,100,null,null,null,80,item,ip-item,ic-com
powerweight,power-weight,Power Weight,パワーウエイト,"When this item is held by a Pokémon, the holder's Speed is halved but it will gain 4 additional HP Effort Values.",ポケモンに持たせると、戦闘時にすばやさが半分になるが、もらえるHPの努力値が+4される。,null,1500,16,null,null,70,item,ip-item,ic-pow
powerbracer,power-bracer,Power Bracer,パワーリスト,"When this item is held by a Pokémon, the holder's Speed is halved but it will gain 4 additional Attack Effort Values.",ポケモンに持たせると、戦闘時にすばやさが半分になるが、もらえるこうげきの努力値が+4される。,null,1500,16,null,null,70,item,ip-item,ic-pow
powerbelt,power-belt,Power Belt,パワーベルト,"When this item is held by a Pokémon, the holder's Speed is halved but it will gain 4 additional Defence Effort Values.",ポケモンに持たせると、戦闘時にすばやさが半分になるが、もらえるぼうぎょの努力値が+4される。,null,1500,16,null,null,70,item,ip-item,ic-pow
powerlens,power-lens,Power Lens,パワーレンズ,"When this item is held by a Pokémon, the holder's Speed is halved but it will gain 4 additional Special Attack Effort Values.",ポケモンに持たせると、戦闘時にすばやさが半分になるが、もらえるとくこうの努力値が+4される。,null,1500,16,null,null,70,item,ip-item,ic-pow
powerband,power-band,Power Band,パワーバンド,"When this item is held by a Pokémon, the holder's Speed is halved but it will gain 4 additional Special Defence Effort Values.",ポケモンに持たせると、戦闘時にすばやさが半分になるが、もらえるとくぼうの努力値が+4される。,null,1500,16,null,null,70,item,ip-item,ic-pow
poweranklet,power-anklet,Power Anklet,パワーアンクル,"When this item is held by a Pokémon, the holder's Speed is halved but it will gain 4 additional Speed Effort Values.",ポケモンに持たせると、戦闘時にすばやさが半分になるが、もらえるすばやさの努力値が+4される。,null,1500,16,null,null,70,item,ip-item,ic-pow
shedshell,shed-shell,Shed Shell,きれいなぬけがら,"When this item is held by a Pokémon, the holder will not be affected by any moves or abilities which would prevent it from switching out.",持たせたポケモンは、交代を防ぐ効果を無視して入れ替えることができる。,null,50,null,null,null,10,item,ip-item,ic-com
bigroot,big-root,Big Root,おおきなねっこ,A Pokémon held item that boosts the power of HP-stealing moves to let the holder recover more HP.,もたせると HPを すいとる わざで いつもより おおく じぶんの HPを かいふくできる。,null,50,null,null,null,10,item,ip-item,ic-com
choicespecs,choice-specs,Choice Specs,こだわりメガネ,"When this item is being held, the user's Special Attack is increased by 50%, but the Pokémon is limited to using the first attack it uses until it is withdrawn from battle.",ポケモンに持たせると、最初に選択したわざしか使用できなくなるが、とくこうが1.5倍になる。,null,100,null,null,null,10,item,ip-item,ic-choi
flameplate,flame-plate,Flame Plate,ひのたまプレート,"When this item is held, any Fire-type move used by the holder has its power increased by 20%.",持たせると、ほのおタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
splashplate,splash-plate,Splash Plate,しずくプレート,"When this item is held, any Water-type move used by the holder has its power increased by 20%.",持たせると、みずタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
zapplate,zap-plate,Zap Plate,いかずちプレート,"When this item is held, any Electric-type move used by the holder has its power increased by 20%.",持たせると、でんきタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
meadowplate,meadow-plate,Meadow Plate,みどりのプレート,"When this item is held, any Grass-type move used by the holder has its power increased by 20%.",持たせると、くさタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
icicleplate,icicle-plate,Icicle Plate,つららのプレート,"When this item is held, any Ice-type move used by the holder has its power increased by 20%.",持たせると、こおりタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
fistplate,fist-plate,Fist Plate,こぶしのプレート,"When this item is held, any Fighting-type move used by the holder has its power increased by 20%.",持たせると、かくとうタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
toxicplate,toxic-plate,Toxic Plate,もうどくプレート,"When this item is held, any Poison-type move used by the holder has its power increased by 20%.",持たせると、どくタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
earthplate,earth-plate,Earth Plate,だいちのプレート,"When this item is held, any Ground-type move used by the holder has its power increased by 20%.",持たせると、じめんタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
skyplate,sky-plate,Sky Plate,あおぞらプレート,"When this item is held, any Flying-type move used by the holder has its power increased by 20%.",持たせると、ひこうタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
mindplate,mind-plate,Mind Plate,ふしぎのプレート,"When this item is held, any Psychic-type move used by the holder has its power increased by 20%.",持たせると、エスパータイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
insectplate,insect-plate,Insect Plate,たまむしプレート,"When this item is held, any Bug-type move used by the holder has its power increased by 20%.",持たせると、むしタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
stoneplate,stone-plate,Stone Plate,がんせきプレート,"When this item is held, any Rock-type move used by the holder has its power increased by 20%.",持たせると、いわタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
spookyplate,spooky-plate,Spooky Plate,もののけプレート,"When this item is held, any Ghost-type move used by the holder has its power increased by 20%.",持たせると、ゴーストタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
dracoplate,draco-plate,Draco Plate,りゅうのプレート,"When this item is held, any Dragon-type move used by the holder has its power increased by 20%.",持たせると、ドラゴンタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
dreadplate,dread-plate,Dread Plate,こわもてプレート,"When this item is held, any Dark-type move used by the holder has its power increased by 20%.",持たせると、あくタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
ironplate,iron-plate,Iron Plate,こうてつプレート,"When this item is held, any Steel-type move used by the holder has its power increased by 20%.",持たせると、はがねタイプのわざの威力が1.2倍になる。,null,500,null,null,null,90,item,ip-item,ic-plate
oddincense,odd-incense,Odd Incense,あやしいおこう,"When this item is held, any Psychic-type move used by the holder has its power increased by 20%.",持たせると、エスパータイプのわざの威力が1.2倍になる。 ,null,4800,null,null,null,10,item,ip-item,ic-ince
rockincense,rock-incense,Rock Incense,がんせきおこう,"When this item is held, any Rock-type move used by the holder has its power increased by 20%.",持たせると、いわタイプのわざの威力が1.2倍になる。,null,4800,null,null,null,10,item,ip-item,ic-ince
fullincense,full-incense,Full Incense,まんぷくおこう,"When this item is held by a Pokémon, the holder will always move last in its Speed Priority group in the turn. Trick Room does not affect this item.",持たせたポケモンは、同じ優先度の行動の中で最後に行動する。,null,4800,null,null,null,10,item,ip-item,ic-ince
waveincense,wave-incense,Wave Incense,さざなみのおこう,"When this item is held, any Water-type move used by the holder has its power increased by 20%.",持たせると、みずタイプのわざの威力が1.2倍になる。,null,4800,null,null,null,10,item,ip-item,ic-ince
roseincense,rose-incense,Rose Incense,おはなのおこう,"When this item is held, any Grass-type move used by the holder has its power increased by 20%.",持たせると、くさタイプのわざの威力が1.2倍になる。,null,4800,null,null,null,10,item,ip-item,ic-ince
luckincense,luck-incense,Luck Incense,こううんのおこう,"If a Pokémon that is holding this item is sent into a Trainer battle, the money earned from the battle is doubled.",持たせたポケモンが一度でも戦闘に出ると、賞金が2倍になる。,null,4800,null,null,null,10,item,ip-item,ic-ince
pureincense,pure-incense,Pure Incense,きよめのおこう,"If this item is held by the first Pokémon in your party, random wild Pokémon of a level lower than the holder will appear 66.6666% of the time.",先頭のポケモンに持たせると、野生ポケモンが出る確率が2/3になる。,null,4800,null,null,null,10,item,ip-item,ic-ince
protector,protector,Protector,プロテクター,A protective item of some sort. It is extremely stiff and heavy. It is loved by a certain Pokémon.,なにかの プロテクター。 とても かたくて おもい。 ある ポケモンが このんでいる。,null,1050,null,null,null,80,item,ip-item,ic-evo
electirizer,electirizer,Electirizer,エレキブースター,A box packed with a tremendous amount of electric energy. It is loved by a certain Pokémon.,とてつもない でんきの エネルギーが たくわえられている はこ。 ある ポケモンが このんでいる。,null,1050,null,null,null,80,item,ip-item,ic-evo
magmarizer,magmarizer,Magmarizer,マグマブースター,A box packed with a tremendous amount of magma energy. It is loved by a certain Pokémon.,とてつもない マグマの エネルギーが たくわえられている はこ。 ある ポケモンが このんでいる。,null,1050,null,null,null,80,item,ip-item,ic-evo
dubiousdisc,dubious-disc,Dubious Disc,あやしいパッチ,A transparent device overflowing with dubious data. Its producer is unknown.,なかに あやしい じょうほうが つまった とうめいな きかい。せいさくしゃは ふめい。,null,1050,null,null,null,50,item,ip-item,ic-evo
reapercloth,reaper-cloth,Reaper Cloth,れいかいのぬの,A cloth imbued with horrifyingly strong spiritual energy. It is loved by a certain Pokémon.,おそろしく つよい れいりょくが こめられている ぬの。ある ポケモンが このんでいる。,null,1050,null,null,null,10,item,ip-item,ic-evo
razorclaw,razor-claw,Razor Claw,するどいツメ,"When this item is held by a Pokémon, the holder's Critical Hit ratio is raised by 1 stage.",持たせたポケモンは、使用する技の急所ランクが1段階上がる。,null,1050,48,null,null,80,item,ip-item,ic-evo
razorfang,razor-fang,Razor Fang,するどいキバ,"When this item is held by a Pokémon, if the holder uses a move that damages the opponent, the chance of the opponent flinching is increased by 10%.",持たせると、攻撃技を使用したとき10%の確率で相手をひるませる。,null,1050,48,null,null,30,item,ip-item,ic-evo
tm01,tm-fighting,TM01,わざマシン01,The user focuses its mind before launching this attack. It will fail if the user is hit before it is used.,せいしんを たかめて こうげきする。わざを だすまえに こうげきを うけると しっぱいする。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm02,tm-dragon,TM02,わざマシン02,"Sharp, huge claws hook and slash the foe quickly and with great power.",するどく とがった きょだいな ツメで あいてを きりさいて こうげきする。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm03,tm-water,TM03,わざマシン03,The foe is hit with a pulsing blast of water. It may also confuse the target.,みずの しんどうを あいてに あたえて こうげきする。あいてを こんらん させることが ある。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm04,tm-psychic,TM04,わざマシン04,The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.,しずかに せいしんを とういつし こころを しずめる ことで じぶんの とくこうと とくぼうを あげる。,null,750,48,null,null,null,item-mach,ip-tmhm,ic-tm
tm05,tm-normal,TM05,わざマシン05,"The foe is scared off, to be replaced by another Pokémon in its party. In the wild, the battle ends.",あいてを にがして ひかえの ポケモンを ひきずりだす。やせいの ばあいは せんとうが おわる。,null,500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm06,tm-poison,TM06,わざマシン06,A move that leaves the foe badly poisoned. This poison damage worsens every turn.,あいてを もうどくの じょうたいに する。ターンが すすむほど どくの ダメージが ふえていく。,null,1500,32,null,null,null,item-mach,ip-tmhm,ic-tm
tm07,tm-ice,TM07,わざマシン07,Summons a hailstorm that lasts for five turns. The hailstorm damages all types except Ice.,5ターンの あいだ あられを ふらして こおりタイプで ない ポケモン ぜんいんに ダメージを あたえる。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm08,tm-fighting,TM08,わざマシン08,"The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats.",からだに ちからを こめて きんにくを ぶあつく することで じぶんの こうげきと ぼうぎょを あげる。,null,750,48,null,null,null,item-mach,ip-tmhm,ic-tm
tm09,tm-grass,TM09,わざマシン09,The user forcefully shoots seeds at the foe. Two to five seeds are shot in rapid succession.,タネを いきおいよく あいてに はっしゃして こうげきする。 2-5かいの あいだ れんぞくで だす。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm10,tm-normal,TM10,わざマシン10,A variable move that changes type and power depending on the hidden ability of the Pokémon using it.,おぼえる ポケモンの かくされた のうりょくで わざの タイプと いりょくが かわる。,null,1000,null,5000,null,null,item-mach,ip-tmhm,ic-tm
tm11,tm-fire,TM11,わざマシン11,"The user intensifies the sun for five turns, powering up Fire-type moves.",5ターンの あいだ ひざしを つよくして ほのおタイプの わざの いりょくを あげる。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm12,tm-dark,TM12,わざマシン12,The foe is taunted into a rage that allows it to use only attack moves for two to four turns.,あいてを おこらせる。2-4ターンの あいだ あいては ダメージを あたえる わざしか だせなくなる。,1500,750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm13,tm-ice,TM13,わざマシン13,The foe is struck with an icy-cold beam of energy. It may also freeze the target solid.,こごえる ビームを あいてに はっしゃして こうげきする。こおり じょうたいに することが ある。,null,1500,null,10000,null,null,item-mach,ip-tmhm,ic-tm
tm14,tm-ice,TM14,わざマシン14,A howling blizzard is summoned to strike the foe. It may also freeze the target solid.,はげしい ふぶきを あいてに ふきつけて こうげきする。こおり じょうたいに することが ある。,5500,2750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm15,tm-normal,TM15,わざマシン15,The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.,つよい こうせんを あいてに はっしゃして こうげきする。つぎの ターンは うごけなくなる。,7500,3750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm16,tm-psychic,TM16,わざマシン16,A wondrous wall of light is put up to suppress damage from special attacks for five turns.,5ターンの あいだ ふしぎな かべで あいてから うける とくしゅ こうげきの ダメージを よわめる。,2000,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm17,tm-normal,TM17,わざマシン17,It enables the user to evade all attacks. Its chance of failing rises if it is used in succession.,あいての こうげきを まったく うけない。れんぞくで だすと しっぱい しやすい。,2000,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm18,tm-water,TM18,わざマシン18,"The user summons a heavy rain that falls for five turns, powering up Water-type moves.",5ターンの あいだ あめを ふらせて みずタイプの わざの いりょくを あげる。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm19,tm-grass,TM19,わざマシン19,A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.,ようぶんを すいとり こうげきする。あたえた ダメージの はんぶんの HPを かいふく できる。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm20,tm-normal,TM20,わざマシン20,"The user creates a protective field that prevents status problems like poison, paralysis, burn, and sleep.",5ターンの あいだ ふしぎな ちからに まもられて じょうたい いじょうに ならなくなる。,2000,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm21,tm-normal,TM21,わざマシン21,A full-power attack that grows more powerful the less the user likes its Trainer.,ふまんを はらすため ぜんりょくで あいてを こうげきする。なついて いないほど いりょくが あがる。,1000,500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm22,tm-grass,TM22,わざマシン22,"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn.",1ターンめに ひかりを いっぱいに あつめ 2ターンめに ひかりの たばを はっしゃして こうげきする。,3000,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm23,tm-steel,TM23,わざマシン23,The foe is slammed with a sturdy tail of steel. It may also lower the target's Defense stat if it hits.,かたい しっぽで あいてを たたきつけて こうげきする。あいての ぼうぎょを さげることが ある。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm24,tm-electric,TM24,わざマシン24,A strong electric blast is loosed at the foe. It may also leave the foe paralyzed.,つよい でんげきを あいてに あびせて こうげきする。まひ じょうたいに することが ある。,null,1500,null,10000,null,null,item-mach,ip-tmhm,ic-tm
